sample_id,country,last_updated_date,temperature_celsius,temperature_fahrenheit,wind_mph,wind_kph,wind_degree,pressure_mb,pressure_in,precip_mm,humidity,cloud,feels_like_celsius,feels_like_fahrenheit,visibility_km,visibility_miles,uv_index,gust_mph,gust_kph,air_quality_Carbon_Monoxide,air_quality_Ozone,air_quality_Nitrogen_dioxide,air_quality_Sulphur_dioxide,air_quality_PM2.5,air_quality_PM10,air_quality_gb-defra-index
20630,Jordan,2024/8/31,0.473015873,0.475088968,0.663212435,0.661290323,0.832869081,0.71875,0.725274725,0.213791385,0.432989691,0.747474747,0.424757282,0.423751687,0.794932015,0.796708735,0.56557377,0.693140794,0.693693694,0.11324343,0.634223631,0.017786812,0.029895366,0.138957816,0.111269615,1
29030,Malaysia,2024/10/13,0.482539683,0.485765125,0.295650476,0.294371929,0.774373259,0.46875,0.472527473,0.006134969,0.773195876,0.626262626,0.555825243,0.55465587,1,1,0.147540984,0.032490975,0.031531532,0.583709765,0.157990041,0.823719985,0.319774943,0.49646402,0.331783167,4
20997,Georgia,2024/9/2,0.60952381,0.612099644,0.590673575,0.593548387,0.415041783,0.75,0.758241758,0.213791385,0.257731959,0.478247307,0.502427184,0.502024291,1,1,0.647540984,0.451263538,0.45045045,0.090162517,0.420552286,0.00762292,0.011625976,0.14764268,0.216833096,2
8613,Israel,2024/6/28,0.574603175,0.576512456,0.502590674,0.5,0.805013928,0.375,0.373626374,0.213791385,0.618556701,0.478247307,0.480582524,0.480431849,1,1,0.647540984,0.873646209,0.873873874,0.055497925,0.770031689,0.05971287,0.09466866,0.228287841,0.238516405,2
23781,Myanmar,2024/9/16,0.634920635,0.638790036,0.176165803,0.174193548,0.710306407,0.34375,0.340659341,0.668711656,0.742268041,0.747474747,0.611650485,0.611336032,0.794932015,0.796708735,0.483606557,0.321299639,0.322072072,0.181189488,0.348121322,0.022233515,0.053645574,0.363337469,0.328616262,3
18618,Brunei Darussalam,2024/8/21,0.412698413,0.414590747,0.082901554,0.080645161,0.470752089,0.5625,0.571428571,0.213791385,0.93814433,0.747474747,0.487864078,0.487179487,0.794932015,0.796708735,0.073770492,0.14801444,0.146396396,0.263312586,0.105024898,0.06352433,0.024912805,0.011166253,0.006276748,1
9892,Vietnam,2024/7/4,0.536507937,0.539145907,0.533678756,0.535483871,0.359331476,0.46875,0.472527473,0.213791385,0.783505155,0.242424242,0.660194175,0.659919028,1,1,0.073770492,0.429602888,0.427927928,0.70764177,0.043005885,0.599669673,0.493273543,0.282878412,0.17403709,2
23160,Israel,2024/9/13,0.606349206,0.608540925,0.860103627,0.858064516,0.863509749,0.5625,0.571428571,0.213791385,0.546391753,0.478247307,0.565533981,0.564102564,1,1,0.56557377,0.736462094,0.738738739,0.102826763,0.479402445,0.062190319,0.151968112,0.478101737,0.473238231,4
25580,South Korea,2024/9/25,0.377777778,0.379003559,0.150259067,0.151612903,0.735376045,0.65625,0.659340659,0.213791385,0.680412371,0.494949495,0.393203883,0.391363023,1,1,0.483606557,0.16967509,0.168918919,0.478647994,0.117247623,0.842523186,0.37933898,0.356451613,0.264222539,3
21479,Singapore,2024/9/4,0.511111111,0.512455516,0.015544041,0.012903226,0.470752089,0.53125,0.538461538,0.213791385,0.608247423,0.747474747,0.572815534,0.57219973,1,1,0.073770492,0.220216606,0.220720721,0.583709765,0.354519956,0.870283319,0.319774943,0.302729529,0.165477889,3
32858,Kazakhstan,2024/11/2,0.489987158,0.491881398,0.813471503,0.812903226,0.69637883,0.6875,0.692307692,0.213791385,0.927835052,1,0.501750638,0.500710549,1,1,0.008196721,0.74368231,0.743243243,0.323521784,0.23494794,0.080993521,0.216492277,0.136104218,0.126990014,1
17196,South Korea,2024/8/13,0.492063492,0.494661922,0.07253886,0.070967742,0.82729805,0.5,0.494505495,0.213791385,0.731958763,0.131313131,0.558252427,0.556005398,1,1,0.073770492,0.140794224,0.13963964,0.583709765,0.354519956,0.310599391,0.521508055,0.393023089,0.495292439,10
15452,Thailand,2024/8/4,0.463492063,0.464412811,0.10880829,0.103225806,0.715877437,0.5,0.505494505,0.030674847,0.824742268,0.696969697,0.541262136,0.541160594,1,1,0.073770492,0.166064982,0.166666667,0.583709765,0.354519956,0.581882861,0.561368543,0.514888337,0.397146933,5
20671,North Korea,2024/8/31,0.273015873,0.274021352,0.295650476,0.294371929,0.601671309,0.46875,0.483516484,0.213791385,0.670103093,0.323232323,0.286407767,0.286099865,1,1,0.073770492,0.003610108,0.004504505,0.237292531,0.255319149,0.101638928,0.142833416,0.245657568,0.155206847,2
1587,Cambodia,2024/5/23,0.596825397,0.599644128,0.10880829,0.103225806,0.442896936,0.46875,0.472527473,0.335886642,0.701030928,0.494949495,0.953883495,0.954116059,0.794932015,0.796708735,0.073770492,0.537906137,0.538288288,0.583709765,0.072430964,0.398932791,0.298953662,0.79528536,0.455920114,8
12458,Indonesia,2024/7/18,0.476190476,0.478647687,0.502590674,0.5,0.192200557,0.59375,0.593406593,0.018404908,0.690721649,0.242424242,0.5,0.497975709,0.794932015,0.796708735,0.073770492,0.509025271,0.511261261,0.583709765,0.171118153,0.310599391,0.656037203,0.393023089,0.712125535,10
24077,Brunei Darussalam,2024/9/18,0.507936508,0.510676157,0.336787565,0.335483871,0.676880223,0.375,0.373626374,0.625766871,0.690721649,0.747474747,0.662621359,0.661268556,1,1,0.483606557,0.429602888,0.432432432,0.315525588,0.203259393,0.019883115,0.056718153,0.443672457,0.310670471,4
8244,Malaysia,2024/6/26,0.415873016,0.416370107,0.295650476,0.294371929,0.292479109,0.5,0.505494505,0.006134969,0.783505155,0.242424242,0.502427184,0.502024291,1,1,0.073770492,0.025270758,0.022522523,0.583709765,0.354519956,0.310599391,0.893539279,0.985111663,0.543794579,10
14317,Bangladesh,2024/7/30,0.558730159,0.560498221,0.559585492,0.558064516,0.465181058,0.21875,0.197802198,0.435582822,0.711340206,0.565656566,0.665048544,0.663967611,0.794932015,0.796708735,0.56557377,0.563176895,0.563063063,0.355636238,0.185604346,0.321433109,0.197641588,0.122828784,0.070756063,1
18375,Tajikistan,2024/8/19,0.596825397,0.599644128,0.373056995,0.370967742,0.749303621,0.59375,0.593406593,0.213791385,0.257731959,0.478247307,0.483009709,0.481781377,0.794932015,0.796708735,0.56557377,0.411552347,0.412162162,0.075726141,0.378451788,0.001270487,0.004982561,0.129032258,0.245934379,1
9813,Iran,2024/7/4,0.552380952,0.553380783,0.559585492,0.558064516,0.011142061,0.375,0.373626374,0.213791385,0.134020619,0.478247307,0.444174757,0.443994602,1,1,0.647540984,0.458483755,0.459459459,0.056967497,0.705296514,0.022868759,0.028234513,0.071960298,0.068473609,1
14611,Iran,2024/7/31,0.549206349,0.553380783,0.92746114,0.929032258,0.682451253,0.3125,0.307692308,0.213791385,0.051546392,0.478247307,0.444174757,0.442645074,1,1,0.647540984,0.906137184,0.907657658,0.059906639,0.673155274,0.00762292,0.008304268,0.034739454,0.029101284,1
12661,Jordan,2024/7/19,0.663492063,0.667259786,0.590673575,0.593548387,0.860724234,0.5,0.505494505,0.213791385,0.237113402,0.478247307,0.567961165,0.565452092,0.794932015,0.796708735,0.647540984,0.646209386,0.646396396,0.084370678,0.932095971,0.024139245,0.053147318,0.225806452,0.148359486,2
11349,Kuwait,2024/7/12,0.489987158,0.491881398,0.917098446,0.916129032,0.855153203,0.497388152,0.503342242,0.213791385,0.12371134,0.478247307,0.949029126,0.950067476,1,1,0.893442623,0.359369629,0.35952146,0.068551176,0.679492983,0.05208995,0.039860488,0.267990074,0.54721826,2
23045,South Korea,2024/9/12,0.377777778,0.379003559,0.015544041,0.012903226,0.30362117,0.6875,0.692307692,0.213791385,1,1,0.449029126,0.448043185,1,1,0.073770492,0.072202166,0.06981982,0.323521784,0.180624717,0.562825562,0.299451918,0.152171216,0.101654779,2
18123,Mongolia,2024/8/18,0.228571429,0.227758007,0.243523316,0.24516129,0.30362117,0.71875,0.725274725,0.213791385,0.670103093,0.494949495,0.252427184,0.251012146,1,1,0.073770492,0.332129964,0.333333333,0.110390733,0.006790403,0.166433744,0.264075735,0.068238213,0.034807418,1
12996,China,2024/7/23,0.73015873,0.733096085,0.119170984,0.116129032,0.604456825,0.03125,0.010989011,0.213791385,0.371134021,0.02020202,0.730582524,0.728744939,1,1,0.073770492,0.25631769,0.254504505,0.54607538,0.316885469,0.956676407,0.727453911,0.393023089,0.969472183,10
13342,Bahrain,2024/7/25,0.714285714,0.717081851,0.683937824,0.683870968,0.025069638,0.497388152,0.498715487,0.213791385,0.536082474,0.478247307,0.84223301,0.842105263,1,1,0.729508197,0.359369629,0.35952146,0.095954357,0.945224083,0.078770169,0.529812324,0.464019851,0.586590585,4
7282,Kyrghyzstan,2024/6/21,0.387301587,0.387900356,0.487046632,0.487096774,0.520891365,0.40625,0.395604396,0.226993865,0.422680412,0.818181818,0.383495146,0.381916329,0.794932015,0.796708735,0.483606557,0.487364621,0.488738739,0.068551176,0.472159348,0.074958709,0.039860488,0.039702233,0.027960057,1
5854,Azerbaijan,2024/6/14,0.441269841,0.443060498,0.720207254,0.719354839,0.860724234,0.5625,0.571428571,0.213791385,0.494845361,0.242424242,0.444174757,0.442645074,1,1,0.483606557,0.664259928,0.664414414,0.090162517,0.440018108,0.105450387,0.024912805,0.012406948,0.007988588,1
3442,Pakistan,2024/6/1,0.688888889,0.693950178,0.233160622,0.232258065,0.919220056,0.28125,0.263736264,0.213791385,0.082474227,0.478247307,0.560679612,0.558704453,1,1,0.647540984,0.38267148,0.385135135,0.915369986,0.459483929,0.748316605,0.073077562,0.317617866,0.208844508,3
7794,Brunei Darussalam,2024/6/24,0.479365079,0.480427046,0.295650476,0.294371929,0.22005571,0.53125,0.538461538,0.213791385,0.93814433,0.747474747,0.558252427,0.556005398,1,1,0.073770492,0.238267148,0.238738739,0.162344398,0.15663196,0.021598272,0.006643415,0.014888337,0.011412268,1
6943,Philippines,2024/6/19,0.476190476,0.478647687,0.243523316,0.24516129,0.721448468,0.46875,0.472527473,0.147239264,0.886597938,0.494949495,0.553398058,0.551956815,0.794932015,0.796708735,0.073770492,0.285198556,0.283783784,0.583709765,0.102308737,0.748316605,0.568011958,0.691066998,0.42681883,7
25415,Yemen,2024/9/24,0.342857143,0.34341637,0.316062176,0.312903226,0.183844011,0.65625,0.659340659,0.213791385,0.164948454,0.478247307,0.32038835,0.318488529,1,1,0.483606557,0.263537906,0.263513514,0.109223721,0.470348574,0.003430314,0.047500415,0.193486352,0.385620542,2
25414,Vietnam,2024/9/24,0.596825397,0.599644128,0.150259067,0.151612903,0.353760446,0.5,0.505494505,0.213791385,0.412371134,0.478247307,0.618932039,0.618083671,1,1,0.647540984,0.173285199,0.173423423,0.761713347,0.447713898,0.278427138,0.542185683,0.611228288,0.407788873,6
31603,Sri Lanka,2024/10/26,0.542857143,0.544483986,0.409326425,0.406451613,0.690807799,0.53125,0.538461538,0.680981595,0.783505155,0.747474747,0.638349515,0.638326586,1,1,0.483606557,0.512635379,0.513513514,0.408281466,0.162516976,0.240820734,0.287161601,0.202667494,0.159714693,2
28934,Armenia,2024/10/13,0.133333333,0.133451957,0.082901554,0.080645161,0.005571031,0.625,0.626373626,0.36809816,0.556701031,0.757575758,0.17961165,0.179487179,0.794932015,0.796708735,0.386966416,0.14801444,0.148648649,0.117219917,0.203259393,0.402998348,0.050572995,0.193486352,0.163937233,2
24794,Singapore,2024/9/21,0.536507937,0.539145907,0.196891192,0.196774194,0.454038997,0.46875,0.472527473,0.213791385,0.690721649,0.747474747,0.621359223,0.620782726,1,1,0.56557377,0.223826715,0.222972973,0.453060166,0.402444545,0.630987168,0.376266401,0.4367866,0.355007133,3
10700,Brunei Darussalam,2024/7/9,0.476190476,0.478647687,0.015544041,0.012903226,0.30362117,0.59375,0.593406593,0.012269939,0.93814433,0.747474747,0.594660194,0.592442645,1,1,0.073770492,0.209386282,0.207207207,0.673063624,0.372114079,0.137212552,0.086364391,0.1191067,0.055920114,1
7565,United Arab Emirates,2024/6/22,0.755555556,0.759786477,0.502590674,0.5,0.860724234,0.09375,0.076923077,0.213791385,0.628865979,0.478247307,0.703883495,0.703103914,0.794932015,0.796708735,0.647540984,0.359369629,0.35952146,0.28060166,0.945224083,0.005081946,0.038199635,0.393023089,0.678459344,10
31042,Sri Lanka,2024/10/23,0.431746032,0.434163701,0.559585492,0.558064516,0.60724234,0.53125,0.538461538,0.779141104,0.824742268,0.747474747,0.495145631,0.493927126,0.794932015,0.796708735,0.229508197,0.57400722,0.576576577,0.345911134,0.262109552,0.240820734,0.502242152,0.172828784,0.126990014,2
9832,Pakistan,2024/7/4,0.695238095,0.699288256,0.419689119,0.419354839,0.417827298,0.15625,0.131868132,0.213791385,0.453608247,0.131313131,0.740291262,0.738191633,1,1,0.729508197,0.346570397,0.346846847,0.583709765,0.213218651,0.310599391,0.20760671,0.29280397,0.151783167,3
19168,United Arab Emirates,2024/8/23,0.663492063,0.667259786,0.616580311,0.616129032,0.944289694,0.28125,0.263736264,0.213791385,0.649484536,0.478247307,0.84223301,0.842105263,1,1,0.647540984,0.714801444,0.718468468,0.153613416,0.556360344,0.206733933,0.011625976,0.338709677,0.485592011,3
12660,Japan,2024/7/19,0.546031746,0.548042705,0.590673575,0.593548387,0.554317549,0.53125,0.538461538,0.213791385,0.690721649,0.478247307,0.604368932,0.603238866,1,1,0.073770492,0.57400722,0.576576577,0.202714385,0.003168855,0.870283319,0.33881415,0.124069479,0.074179743,1
7293,Malaysia,2024/6/21,0.479365079,0.480427046,0.295650476,0.294371929,0.885793872,0.5625,0.571428571,0.110429448,0.731958763,0.242424242,0.638349515,0.638326586,1,1,0.073770492,0.126353791,0.123873874,0.583709765,0.354519956,0.764832931,0.406909151,0.49751861,0.277318117,4
3893,Yemen,2024/6/3,0.453968254,0.457295374,0.699481865,0.696774194,0.150417827,0.59375,0.593406593,0.213791385,0.154639175,0.353535354,0.378640777,0.379217274,1,1,0.56557377,0.570397112,0.572072072,0.04253112,0.362154821,0.020327786,0.056469025,0.318858561,0.635663338,3
1372,Azerbaijan,2024/5/22,0.247619048,0.247330961,0.373056995,0.370967742,0.470752089,0.78125,0.791208791,0.213791385,0.360824742,0.363636364,0.266990291,0.26585695,1,1,0.483606557,0.422382671,0.421171171,0.101746196,0.378451788,0.200736882,0.021591098,0.047146402,0.049643367,1
19063,Iran,2024/8/23,0.79047619,0.795373665,0.373056995,0.370967742,0.665738162,0.625,0.626373626,0.213791385,0.072164948,0.242424242,0.660194175,0.659919028,1,1,0.729508197,0.422382671,0.421171171,0.220003458,0.744228158,0.499301232,0.458395615,0.2617866,0.316119829,2
10247,Singapore,2024/7/6,0.507936508,0.510676157,0.243523316,0.24516129,0.38718663,0.53125,0.538461538,0.213791385,0.742268041,0.494949495,0.580097087,0.577597841,1,1,0.073770492,0.332129964,0.333333333,0.583709765,0.354519956,0.310599391,0.319774943,0.813895782,0.398858773,9
33136,Syria,2024/11/3,0.250793651,0.25088968,0.093264249,0.093548387,0.618384401,0.78125,0.791208791,0.018404908,0.587628866,0.242424242,0.269417476,0.268556005,1,1,0.31147541,0.086642599,0.087837838,0.158800138,0.203259393,0.379494346,0.757266235,0.563027295,0.274778887,5
18091,Israel,2024/8/18,0.6,0.603202847,0.533678756,0.535483871,0.844011142,0.4375,0.43956044,0.213791385,0.298969072,0.04040404,0.526699029,0.524966262,1,1,0.647540984,0.476534296,0.477477477,0.084370678,0.893164328,0.036844111,0.066434147,0.229528536,0.194008559,2
31643,Azerbaijan,2024/10/27,0.034920635,0.03202847,0.663212435,0.661290323,0.947075209,0.501668876,0.503342242,0.213791385,0.536082474,0.478247307,0.060679612,0.059379217,1,1,0.180327869,0.548736462,0.551801802,0.149204703,0.307378904,0.036335917,0.010629464,0.08101737,0.063651926,1
10098,Armenia,2024/7/6,0.793650794,0.798932384,0.373056995,0.370967742,0.554317549,0.375,0.373626374,0.213791385,0.113402062,0.242424242,0.684466019,0.684210526,1,1,0.647540984,0.422382671,0.421171171,0.059906639,0.550022635,0.011434379,0.009965122,0.095533499,0.096433666,1
14304,Afghanistan,2024/7/30,0.622222222,0.62633452,0.559585492,0.558064516,0.233983287,0.1875,0.186813187,0.213791385,0.288659794,0.181818182,0.546116505,0.545209177,1,1,0.647540984,0.458483755,0.459459459,0.263312586,0.556360344,0.021598272,0.004982561,0.151364764,0.184878745,2
27151,Thailand,2024/10/3,0.603174603,0.606761566,0.259067358,0.25483871,0.033426184,0.4375,0.43956044,0.012269939,0.659793814,0.242424242,0.745145631,0.743589744,1,1,0.483606557,0.245487365,0.245495495,0.360304288,0.112720688,0.431203151,0.320959973,0.170533499,0.114322397,2
984,Bahrain,2024/5/20,0.66031746,0.663701068,0.430051813,0.429032258,0.025069638,0.40625,0.406593407,0.213791385,0.298969072,0.478247307,0.72815534,0.727395412,1,1,0.647540984,0.971119134,0.975225225,0.116096127,0.731552739,0.005081946,0.102972928,0.434243176,0.47874465,3
10584,Malaysia,2024/7/8,0.507936508,0.510676157,0.10880829,0.103225806,0.860724234,0.5,0.505494505,0.213791385,0.742268041,0.242424242,0.699029126,0.697705803,1,1,0.073770492,0.155234657,0.155405405,0.583709765,0.074241738,0.310599391,0.925095499,0.393023089,0.916405136,10
478,Kazakhstan,2024/5/17,0.088888889,0.087188612,0.243523316,0.24516129,0.442896936,0.65625,0.659340659,0.213791385,0.81443299,0.363636364,0.145631068,0.14439946,1,1,0.319672131,0.357400722,0.358108108,0.194069848,0.142145767,0.351924787,0.742401594,0.106699752,0.05363766,1
18587,Uzbekistan,2024/8/20,0.634920635,0.638790036,0.243523316,0.24516129,0.805013928,0.5,0.505494505,0.213791385,0.164948454,0.478247307,0.512135922,0.510121457,1,1,0.647540984,0.339350181,0.337837838,0.093015214,0.524219104,0.024139245,0.011625976,0.05707196,0.090156919,1
4565,Jordan,2024/6/7,0.758730159,0.763345196,0.590673575,0.593548387,0.665738162,0.59375,0.593406593,0.213791385,0.175257732,0.478247307,0.638349515,0.636977058,0.794932015,0.796708735,0.647540984,0.660649819,0.662162162,0.065612033,0.770031689,0.045737517,0.064773293,0.203473945,0.186590585,2
23359,Jordan,2024/9/14,0.473015873,0.475088968,0.849740933,0.848387097,0.821727019,0.625,0.626373626,0.213791385,0.402061856,0.242424242,0.422330097,0.419703104,0.794932015,0.796708735,0.56557377,0.693140794,0.693693694,0.102826763,0.452240833,0.045737517,0.151968112,0.175124069,0.120656205,2
4698,Brunei Darussalam,2024/6/8,0.441269841,0.443060498,0.082901554,0.080645161,0.38718663,0.59375,0.593406593,0.27607362,1,0.747474747,0.531553398,0.529014845,1,1,0.073770492,0.220216606,0.218468468,0.205567082,0.060208239,0.053360437,0.023251952,0.013647643,0.006847361,1
13116,Timor-Leste,2024/7/23,0.304761905,0.304270463,0.186528497,0.187096774,0.306406685,0.65625,0.681318681,0.213791385,0.742268041,0.070707071,0.361650485,0.360323887,1,1,0.073770492,0.21299639,0.213963964,0.110390733,0.226346763,0.206733933,0.001660854,0.032258065,0.045078459,1
27972,Bhutan,2024/10/8,0.133333333,0.131672598,0.233160622,0.232258065,0.348189415,0.625,0.615384615,0.012269939,0.525773196,0.727272727,0.17961165,0.178137652,1,1,0.319672131,0.202166065,0.202702703,0.224368949,0.343594387,0.026934316,0.06900847,0.140694789,0.0932097,1
6166,North Korea,2024/6/15,0.184126984,0.181494662,0.093264249,0.093548387,0.671309192,0.375,0.362637363,0.213791385,0.824742268,0.181818182,0.218446602,0.215924426,1,1,0.073770492,0.184115523,0.184684685,0.110390733,0.138976913,0.034303138,0.014947683,0.11662531,0.07189729,1
12474,Lebanon,2024/7/18,0.565079365,0.567615658,0.305699482,0.303225806,0.665738162,0.5,0.505494505,0.213791385,0.649484536,0.494949495,0.643203883,0.641025641,0.794932015,0.796708735,0.56557377,0.371841155,0.373873874,0.093015214,0.472159348,0.00381146,0.019930244,0.307692308,0.22425107,3
19915,Saudi Arabia,2024/8/27,0.489987158,0.491881398,0.430051813,0.429032258,0.052924791,0.40625,0.406593407,0.213791385,0.041237113,0.242424242,0.924757282,0.924426451,1,1,0.81147541,0.40433213,0.403153153,0.116096127,0.692621096,0.068606276,0.259093174,0.398263027,0.511840228,3
6618,Yemen,2024/6/17,0.476190476,0.478647687,0.569948187,0.567741935,0.105849582,0.5,0.505494505,0.042944785,0.103092784,0.878787879,0.393203883,0.392712551,1,1,0.483606557,0.469314079,0.468468468,0.04253112,0.414214577,0.021598272,0.073077562,0.303970223,0.705278174,3
27938,Turkmenistan,2024/10/7,0.450793651,0.451957295,0.523316062,0.522580645,0.233983287,0.90625,0.923076923,0.213791385,0.278350515,0.478247307,0.38592233,0.383265857,1,1,0.56557377,0.433212996,0.432432432,0.24355982,0.22589407,0.395947148,0.151968112,0.23939206,0.20510699,2
27057,Iran,2024/10/3,0.501587302,0.503558719,0.533678756,0.535483871,0.746518106,0.71875,0.714285714,0.213791385,0.092783505,0.242424242,0.410194175,0.408906883,1,1,0.56557377,0.440433213,0.441441441,0.583709765,0.366229063,0.310599391,0.591346952,0.746650124,0.379671624,8
12423,Cyprus,2024/7/18,0.828571429,0.832740214,0.430051813,0.429032258,0.359331476,0.375,0.373626374,0.213791385,0.288659794,0.242424242,0.830097087,0.828609987,1,1,0.729508197,0.458483755,0.459459459,0.095954357,0.49162517,0.002540973,0.016608537,0.137717122,0.082168331,1
7862,Lebanon,2024/6/24,0.546031746,0.548042705,0.373056995,0.370967742,0.610027855,0.5,0.505494505,0.213791385,0.649484536,0.242424242,0.643203883,0.642375169,0.794932015,0.796708735,0.56557377,0.292418773,0.292792793,0.044000692,0.459483929,0.00381146,0.029895366,0.172456576,0.192296719,2
6117,Indonesia,2024/6/15,0.514285714,0.516014235,0.10880829,0.103225806,0.136490251,0.53125,0.538461538,0.213791385,0.783505155,0.747474747,0.609223301,0.608636977,0.794932015,0.796708735,0.073770492,0.317689531,0.317567568,0.583709765,0.354519956,0.310599391,0.773957814,0.393023089,0.379671624,10
27185,Bahrain,2024/10/4,0.571428571,0.572953737,0.803108808,0.8,0.927576602,0.53125,0.516483516,0.213791385,0.597938144,0.01010101,0.621359223,0.620782726,1,1,0.647540984,0.779783394,0.779279279,0.15400242,0.429606157,0.273726337,0.615927587,0.826985112,0.379671624,9
7939,Tajikistan,2024/6/24,0.634920635,0.638790036,0.10880829,0.103225806,0.498607242,0.5,0.505494505,0.447852761,0.298969072,0.242424242,0.800970874,0.801619433,1,1,0.401639344,0.761732852,0.763513514,0.049792531,0.362154821,0.00381146,0.011625976,0.048387097,0.081597718,1
16605,Singapore,2024/8/10,0.488888889,0.491103203,0.440414508,0.441935484,0.39275766,0.5,0.505494505,0.213791385,0.75257732,0.141414141,0.558252427,0.558704453,1,1,0.073770492,0.476534296,0.477477477,0.583709765,0.354519956,0.468809554,0.790566351,0.17866005,0.09700428,2
22311,Bangladesh,2024/9/9,0.552380952,0.555160142,0.533678756,0.535483871,0.431754875,0.25,0.230769231,0.213791385,0.680412371,0.202020202,0.638349515,0.636977058,1,1,0.647540984,0.59566787,0.596846847,0.192384163,0.48392938,0.099796722,0.15811327,0.211848635,0.144935806,2
16038,Timor-Leste,2024/8/7,0.349206349,0.350533808,0.279792746,0.277419355,0.38718663,0.71875,0.725274725,0.213791385,0.731958763,0.04040404,0.388349515,0.385964912,1,1,0.073770492,0.328519856,0.328828829,0.08730982,0.229515618,0.206733933,0.21048786,0.017369727,0.025677603,1
30179,Israel,2024/10/19,0.279365079,0.279359431,0.32642487,0.325806452,0.922005571,0.75,0.758241758,0.213791385,0.309278351,0.478247307,0.327669903,0.327935223,1,1,0.442622951,0.310469314,0.308558559,0.122017635,0.343594387,0.095095922,0.20420196,0.099379653,0.099543509,1
16332,Indonesia,2024/8/9,0.495238095,0.496441281,0.373056995,0.370967742,0.100278552,0.53125,0.527472527,0.006134969,0.680412371,0.707070707,0.538834951,0.538461538,1,1,0.073770492,0.350180505,0.351351351,0.583709765,0.077410593,0.310599391,0.529812324,0.633995037,0.42853067,6
22751,Georgia,2024/9/11,0.701587302,0.704626335,0.243523316,0.24516129,0.526462396,0.5625,0.571428571,0.213791385,0.24742268,0.478247307,0.589805825,0.588394062,1,1,0.647540984,0.281588448,0.283783784,0.168395574,0.443186962,0.055139118,0.07208105,0.517121588,0.53657632,5
20524,Vietnam,2024/8/30,0.412698413,0.412811388,0.295650476,0.294371929,0.275766017,0.4375,0.428571429,0.171779141,0.907216495,0.828282828,0.485436893,0.483130904,0.794932015,0.796708735,0.073770492,0.162454874,0.162162162,0.142116183,0.091896786,0.015245839,0.003321707,0.004962779,0.004564907,1
6246,Bahrain,2024/6/16,0.73015873,0.734875445,0.502590674,0.5,0.136490251,0.25,0.241758242,0.213791385,0.515463918,0.478247307,0.866504854,0.865047233,1,1,0.647540984,0.592057762,0.592342342,0.11324343,0.737890448,0.005081946,0.048164757,0.569478908,0.530670471,5
21158,Cambodia,2024/9/3,0.473015873,0.475088968,0.243523316,0.24516129,0.554317549,0.4375,0.43956044,0.213791385,0.93814433,0.494949495,0.538834951,0.537112011,1,1,0.073770492,0.707581227,0.709459459,0.205567082,0.081484835,0.044467031,0.024912805,0.029776675,0.037660485,1
9146,Cambodia,2024/7/1,0.504761905,0.507117438,0.10880829,0.103225806,0.637883008,0.46875,0.472527473,0.213791385,0.835051546,0.494949495,0.541262136,0.539811066,1,1,0.073770492,0.444043321,0.443693694,0.730722683,0.017655048,0.255367806,0.078060123,0.29280397,0.255634807,3
27460,Lao People's Democratic Republic,2024/10/5,0.479365079,0.482206406,0.150259067,0.151612903,0.43454039,0.53125,0.549450549,0.213791385,0.680412371,0.868686869,0.516990291,0.515519568,1,1,0.56557377,0.140794224,0.13963964,0.208376556,0.31190584,0.029284716,0.078226208,0.195781638,0.145991441,2
8487,Saudi Arabia,2024/6/27,0.955555556,0.960854093,0.590673575,0.593548387,0.860724234,0.3125,0.307692308,0.213791385,0.020618557,0.478247307,0.851941748,0.850202429,1,1,0.81147541,0.422382671,0.423423423,0.056967497,0.595291987,0.060983357,0.172728783,0.220843672,0.397146933,2
12160,Syria,2024/7/16,0.73015873,0.734875445,0.512953368,0.509677419,0.529247911,0.34375,0.340659341,0.213791385,0.154639175,0.03030303,0.599514563,0.597840756,1,1,0.729508197,0.422382671,0.423423423,0.072873444,0.569488456,0.00762292,0.044843049,0.110421836,0.074750357,1
13705,Turkmenistan,2024/7/26,0.815873016,0.820284698,0.430051813,0.429032258,0.236768802,0.3125,0.296703297,0.213791385,0.206185567,0.060606061,0.711165049,0.709851552,1,1,0.729508197,0.357400722,0.358108108,0.084370678,0.582616569,0.027950705,0.06311244,0.17866005,0.350927247,2
10380,Lebanon,2024/7/7,0.533333333,0.535587189,0.720207254,0.719354839,0.610027855,0.40625,0.406593407,0.213791385,0.690721649,0.242424242,0.601941748,0.601889339,0.794932015,0.796708735,0.56557377,0.545126354,0.547297297,0.069934302,0.420552286,0.005081946,0.014947683,0.151364764,0.135235378,2
6361,North Korea,2024/6/16,0.203174603,0.202846975,0.222797927,0.219354839,0.428969359,0.46875,0.461538462,0.213791385,0.587628866,0.03030303,0.233009709,0.232118758,1,1,0.073770492,0.375451264,0.373873874,0.162344398,0.64056134,0.038114598,0.106294635,0.399503722,0.235092725,3
1142,Syria,2024/5/20,0.596825397,0.599644128,0.30817385,0.306919092,0.637883008,0.5625,0.571428571,0.213791385,0.144329897,0.747474747,0.480582524,0.479082321,1,1,0.56557377,0.953068592,0.957207207,0.077195712,0.316885469,0.00381146,0.011625976,0.296526055,0.718972896,3
